drug	organism	mg_per_L	comment
Ceftazidime-Avibactam	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Ceftazidime-Avibactam	Pseudomonas aeruginosa	8	NA
Ceftazidime-Avibactam	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Ceftazidime-Clavulanate	Acinetobacter baumannii	16	NA
Ceftazidime-Clavulanate	Enterobacter cloacae	0.25	NA
Ceftazidime-Clavulanate	Escherichia coli	1	NA
Ceftazidime-Clavulanate	Klebsiella aerogenes	1	NA
Ceftazidime-Clavulanate	Klebsiella oxytoca	1	NA
Ceftazidime-Clavulanate	Klebsiella pneumoniae	0.5	NA
Ceftazidime-Clavulanate	Staphylococcus aureus	NA	insufficient data
Ceftazidime	Achromobacter xylosoxidans	NA	insufficient data
Ceftazidime	Acinetobacter baumannii	16	NA
Ceftazidime	Acinetobacter pittii	NA	insufficient data
Ceftazidime	Alcaligenes faecalis	NA	insufficient data
Ceftazidime	Alcaligenes xylosoxidans	NA	insufficient data
Ceftazidime	Bacteroides fragilis	NA	insufficient data
Ceftazidime	Bacteroides fragilis group	NA	insufficient data
Ceftazidime	Burkholderia cepacia complex	8	tentative
Ceftazidime	Burkholderia pseudomallei	8	NA
Ceftazidime	Citrobacter freundii	NA	insufficient data
Ceftazidime	Citrobacter koseri	NA	insufficient data
Ceftazidime	Enterobacter agglomerans	NA	insufficient data
Ceftazidime	Enterobacter cloacae	1	NA
Ceftazidime	Enterobacter dissolvens	NA	insufficient data
Ceftazidime	Escherichia coli	1	NA
Ceftazidime	Escherichia coli ATCC 25922	NA	insufficient data
Ceftazidime	Escherichia coli NCTC 13846	NA	insufficient data
Ceftazidime	Haemophilus influenzae	0.25	tentative
Ceftazidime	Klebsiella aerogenes	1	NA
Ceftazidime	Klebsiella oxytoca	0.5	NA
Ceftazidime	Klebsiella pneumoniae	1	NA
Ceftazidime	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Ceftazidime	Moraxella catarrhalis	NA	insufficient data
Ceftazidime	Morganella morganii	0.125	NA
Ceftazidime	Neisseria gonorrhoeae	NA	insufficient data
Ceftazidime	Plesiomonas shigelloides	NA	insufficient data
Ceftazidime	Proteus mirabilis	0.125	NA
Ceftazidime	Proteus vulgaris	0.125	tentative
Ceftazidime	Providencia stuartii	NA	insufficient data
Ceftazidime	Pseudomonas aeruginosa	8	NA
Ceftazidime	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Ceftazidime	Pseudomonas fluorescens group	8	tentative
Ceftazidime	Pseudomonas putida group	NA	insufficient data
Ceftazidime	Salmonella enterica	2	NA
Ceftazidime	Serratia marcescens	NA	insufficient data
Ceftazidime	Staphylococcus aureus	32	NA
Ceftazidime	Staphylococcus saprophyticus	NA	insufficient data
Ceftazidime	Stenotrophomonas maltophilia	8	NA
Ceftazidime	Streptococcus agalactiae	NA	insufficient data
Ceftazidime	Streptococcus group G	NA	insufficient data
Ceftazidime	Streptococcus pneumoniae	NA	insufficient data
Ceftazidime	Streptococcus pyogenes	0.5	tentative
Ceftazidime	Vibrio alginolyticus	NA	unspecified
Ceftazidime	Vibrio cholerae	1	tentative
Ceftazidime	Vibrio fluvialis	NA	unspecified
Ceftazidime	Vibrio parahaemolyticus	NA	unspecified
Ceftazidime	Vibrio vulnificus	NA	unspecified
Ceftazidime	Yersinia enterocolitica	NA	insufficient data
Ceftibuten	Acinetobacter baumannii	NA	insufficient data
Ceftibuten	Burkholderia cepacia complex	NA	insufficient data
Ceftibuten	Citrobacter freundii	NA	insufficient data
Ceftibuten	Citrobacter koseri	NA	unspecified
Ceftibuten	Enterobacter cloacae	NA	insufficient data
Ceftibuten	Escherichia coli	1	NA
Ceftibuten	Escherichia coli ATCC 25922	NA	insufficient data
Ceftibuten	Escherichia coli NCTC 13846	NA	insufficient data
Ceftibuten	Haemophilus influenzae	0.25	tentative
Ceftibuten	Klebsiella aerogenes	NA	insufficient data
Ceftibuten	Klebsiella oxytoca	NA	insufficient data
Ceftibuten	Klebsiella pneumoniae	NA	insufficient data
Ceftibuten	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Ceftibuten	Moraxella catarrhalis	NA	insufficient data
Ceftibuten	Morganella morganii	NA	insufficient data
Ceftibuten	Proteus mirabilis	NA	insufficient data
Ceftibuten	Serratia marcescens	NA	insufficient data
Ceftibuten	Stenotrophomonas maltophilia	NA	insufficient data
Ceftibuten	Streptococcus pneumoniae	NA	insufficient data
Ceftibuten	Streptococcus pyogenes	NA	insufficient data
Ceftibuten	Yersinia enterocolitica	NA	insufficient data
Ceftiofur	Actinobacillus pleuropneumoniae	0.06	NA
Ceftiofur	Escherichia coli	1	NA
Ceftiofur	Klebsiella oxytoca	NA	insufficient data
Ceftiofur	Klebsiella pneumoniae	1	tentative
Ceftiofur	Klebsiella variicola	NA	insufficient data
Ceftiofur	Mannheimia haemolytica	0.03	NA
Ceftiofur	Pasteurella multocida	0.06	NA
Ceftiofur	Salmonella agona	NA	unspecified
Ceftiofur	Salmonella anatum	NA	unspecified
Ceftiofur	Salmonella bareilly	NA	unspecified
Ceftiofur	Salmonella berta	NA	unspecified
Ceftiofur	Salmonella braenderup	NA	unspecified
Ceftiofur	Salmonella derby	NA	unspecified
Ceftiofur	Salmonella Dublin	NA	unspecified
Ceftiofur	Salmonella enterica	2	NA
Ceftiofur	Salmonella Enteritidis	NA	unspecified
Ceftiofur	Salmonella Group B	NA	unspecified
Ceftiofur	Salmonella Group C	NA	unspecified
Ceftiofur	Salmonella hadar	NA	unspecified
Ceftiofur	Salmonella hartford	NA	unspecified
Ceftiofur	Salmonella heidelberg	NA	unspecified
Ceftiofur	Salmonella infantis	NA	unspecified
Ceftiofur	Salmonella javiana	NA	unspecified
Ceftiofur	Salmonella litchfield	NA	unspecified
Ceftiofur	Salmonella manhattan	NA	unspecified
Ceftiofur	Salmonella mbandaka	NA	unspecified
Ceftiofur	Salmonella mississippi	NA	unspecified
Ceftiofur	Salmonella montevideo	NA	unspecified
Ceftiofur	Salmonella muenchen	NA	unspecified
Ceftiofur	Salmonella oranienburg	NA	unspecified
Ceftiofur	Salmonella panama	NA	unspecified
Ceftiofur	Salmonella Paratyphi	NA	unspecified
Ceftiofur	Salmonella poona	NA	unspecified
Ceftiofur	Salmonella rubislaw	NA	unspecified
Ceftiofur	Salmonella saintpaul	NA	unspecified
Ceftiofur	Salmonella sandiego	NA	unspecified
Ceftiofur	Salmonella schwarzengrund	NA	unspecified
Ceftiofur	Salmonella senftenberg	NA	unspecified
Ceftiofur	Salmonella stanley	NA	unspecified
Ceftiofur	Salmonella thompson	NA	unspecified
Ceftiofur	Salmonella Typhi	NA	unspecified
Ceftiofur	Salmonella Typhimurium	NA	unspecified
Ceftiofur	Salmonella virchow	NA	unspecified
Ceftiofur	Staphylococcus aureus	2	tentative
Ceftiofur	Staphylococcus hyicus	NA	insufficient data
Ceftiofur	Streptococcus uberis	NA	insufficient data
Ceftobiprole	Acinetobacter baumannii	NA	insufficient data
Ceftobiprole	Citrobacter freundii	NA	unspecified
Ceftobiprole	Citrobacter koseri	NA	unspecified
Ceftobiprole	Clostridioides difficile	NA	insufficient data
Ceftobiprole	Enterobacter cloacae	0.25	NA
Ceftobiprole	Enterobacter sakazakii	NA	insufficient data
Ceftobiprole	Enterococcus avium	NA	insufficient data
Ceftobiprole	Enterococcus faecalis	NA	insufficient data
Ceftobiprole	Enterococcus faecium	NA	insufficient data
Ceftobiprole	Enterococcus gallinarum	NA	insufficient data
Ceftobiprole	Escherichia coli	0.125	NA
Ceftobiprole	Haemophilus influenzae	NA	unspecified
Ceftobiprole	Klebsiella aerogenes	NA	insufficient data
Ceftobiprole	Klebsiella oxytoca	NA	insufficient data
Ceftobiprole	Klebsiella pneumoniae	0.125	NA
Ceftobiprole	Klebsiella terrigena	NA	insufficient data
Ceftobiprole	Moraxella catarrhalis	NA	unspecified
Ceftobiprole	Morganella morganii	0.125	tentative
Ceftobiprole	Proteus mirabilis	0.125	NA
Ceftobiprole	Pseudomonas aeruginosa	8	NA
Ceftobiprole	Serratia marcescens	0.25	tentative
Ceftobiprole	Staphylococcus aureus	1	NA
Ceftobiprole	Staphylococcus aureus ATCC 29213	NA	insufficient data
Ceftobiprole	Staphylococcus aureus MRSA	1	NA
Ceftobiprole	Staphylococcus aureus MSSA	1	NA
Ceftobiprole	Staphylococcus capitis	0.25	tentative
Ceftobiprole	Staphylococcus epidermidis	1	NA
Ceftobiprole	Staphylococcus epidermidis MRSE	NA	insufficient data
Ceftobiprole	Staphylococcus epidermidis MSSE	NA	unspecified
Ceftobiprole	Staphylococcus haemolyticus	NA	insufficient data
Ceftobiprole	Staphylococcus hominis	0.5	NA
Ceftobiprole	Staphylococcus lugdunensis	2	NA
Ceftobiprole	Staphylococcus saprophyticus	2	tentative
Ceftobiprole	Staphylococcus warneri	1	NA
Ceftobiprole	Staphylococcus xylosus	NA	insufficient data
Ceftobiprole	Streptococcus agalactiae	0.06	tentative
Ceftobiprole	Streptococcus anginosus	0.25	tentative
Ceftobiprole	Streptococcus group G	0.06	tentative
Ceftobiprole	Streptococcus oralis	0.06	tentative
Ceftobiprole	Streptococcus pneumoniae	0.06	NA
Ceftobiprole	Streptococcus pyogenes	NA	insufficient data
Ceftobiprole	Streptococcus sanguinis	NA	insufficient data
Ceftolozane-Tazobactam	Citrobacter freundii	1	tentative
Ceftolozane-Tazobactam	Citrobacter koseri	NA	insufficient data
Ceftolozane-Tazobactam	Enterobacter cloacae	1	NA
Ceftolozane-Tazobactam	Escherichia coli	1	NA
Ceftolozane-Tazobactam	Escherichia coli ATCC 25922	NA	insufficient data
Ceftolozane-Tazobactam	Escherichia coli NCTC 13846	NA	insufficient data
Ceftolozane-Tazobactam	Haemophilus influenzae	0.5	tentative
Ceftolozane-Tazobactam	Klebsiella aerogenes	1	tentative
Ceftolozane-Tazobactam	Klebsiella oxytoca	1	tentative
Ceftolozane-Tazobactam	Klebsiella pneumoniae	1	NA
Ceftolozane-Tazobactam	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Ceftolozane-Tazobactam	Morganella morganii	1	tentative
Ceftolozane-Tazobactam	Proteus mirabilis	1	tentative
Ceftolozane-Tazobactam	Proteus vulgaris	NA	insufficient data
Ceftolozane-Tazobactam	Pseudomonas aeruginosa	4	NA
Ceftolozane-Tazobactam	Serratia liquefaciens	NA	insufficient data
Ceftolozane-Tazobactam	Serratia marcescens	2	tentative
Ceftolozane-Tazobactam	Streptococcus agalactiae	1	tentative
Ceftolozane-Tazobactam	Streptococcus pneumoniae	0.5	NA
Ceftolozane-Tazobactam	Streptococcus pyogenes	0.5	tentative
Ceftolozane	Acinetobacter baumannii	NA	insufficient data
Ceftolozane	Citrobacter freundii	NA	insufficient data
Ceftolozane	Citrobacter koseri	NA	insufficient data
Ceftolozane	Enterobacter cloacae	NA	insufficient data
Ceftolozane	Escherichia coli	1	NA
Ceftolozane	Haemophilus influenzae	NA	insufficient data
Ceftolozane	Klebsiella aerogenes	NA	insufficient data
Ceftolozane	Klebsiella oxytoca	NA	insufficient data
Ceftolozane	Klebsiella pneumoniae	NA	insufficient data
Ceftolozane	Morganella morganii	NA	insufficient data
Ceftolozane	Proteus mirabilis	NA	insufficient data
Ceftolozane	Proteus vulgaris	NA	insufficient data
Ceftolozane	Pseudomonas aeruginosa	4	NA
Ceftolozane	Serratia marcescens	NA	insufficient data
Ceftolozane	Stenotrophomonas maltophilia	NA	insufficient data
Ceftolozane	Streptococcus agalactiae	NA	insufficient data
Ceftolozane	Streptococcus pneumoniae	0.5	tentative
Ceftolozane	Streptococcus pyogenes	NA	insufficient data
Ceftriaxone	Acinetobacter baumannii	NA	insufficient data
Ceftriaxone	Actinomyces israelii	NA	insufficient data
Ceftriaxone	Bacteroides fragilis	NA	insufficient data
Ceftriaxone	Bacteroides fragilis group	NA	insufficient data
Ceftriaxone	Brucella melitensis	2	NA
Ceftriaxone	Citrobacter freundii	NA	insufficient data
Ceftriaxone	Corynebacterium diphtheriae	NA	unspecified
Ceftriaxone	Corynebacterium ulcerans	NA	unspecified
Ceftriaxone	Cutibacterium acnes	NA	insufficient data
Ceftriaxone	Enterobacter agglomerans	NA	insufficient data
Ceftriaxone	Enterobacter cloacae	NA	insufficient data
Ceftriaxone	Escherichia coli	0.125	tentative
Ceftriaxone	Escherichia coli ATCC 25922	NA	insufficient data
Ceftriaxone	Escherichia coli NCTC 13846	NA	insufficient data
Ceftriaxone	Haemophilus influenzae	NA	insufficient data
Ceftriaxone	Haemophilus influenzae ATCC 49247	NA	insufficient data
Ceftriaxone	Klebsiella pneumoniae	NA	insufficient data
Ceftriaxone	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Ceftriaxone	Kocuria kristinae	NA	unspecified
Ceftriaxone	Moraxella catarrhalis	0.06	NA
Ceftriaxone	Neisseria gonorrhoeae	NA	insufficient data
Ceftriaxone	Neisseria meningitidis	NA	insufficient data
Ceftriaxone	Proteus mirabilis	NA	insufficient data
Ceftriaxone	Proteus vulgaris	NA	insufficient data
Ceftriaxone	Pseudomonas aeruginosa	NA	insufficient data
Ceftriaxone	Pseudomonas fluorescens group	NA	unspecified
Ceftriaxone	Pseudomonas stutzeri group	NA	insufficient data
Ceftriaxone	Rothia aeria	NA	unspecified
Ceftriaxone	Rothia dentocariosa	NA	unspecified
Ceftriaxone	Rothia mucilaginosa	NA	unspecified
Ceftriaxone	Salmonella enterica	0.25	NA
Ceftriaxone	Serratia marcescens	NA	insufficient data
Ceftriaxone	Staphylococcus aureus	8	tentative
Ceftriaxone	Staphylococcus aureus ATCC 29213	NA	insufficient data
Ceftriaxone	Staphylococcus capitis	NA	insufficient data
Ceftriaxone	Staphylococcus epidermidis	NA	insufficient data
Ceftriaxone	Staphylococcus haemolyticus	NA	insufficient data
Ceftriaxone	Staphylococcus lugdunensis	NA	insufficient data
Ceftriaxone	Staphylococcus saprophyticus	32	tentative
Ceftriaxone	Staphylococcus simulans	NA	insufficient data
Ceftriaxone	Staphylococcus warneri	NA	insufficient data
Ceftriaxone	Streptococcus agalactiae	NA	insufficient data
Ceftriaxone	Streptococcus anginosus	NA	unspecified
Ceftriaxone	Streptococcus anginosus group	NA	unspecified
Ceftriaxone	Streptococcus bovis equinus group	NA	unspecified
Ceftriaxone	Streptococcus constellatus	NA	insufficient data
Ceftriaxone	Streptococcus intermedius	NA	insufficient data
Ceftriaxone	Streptococcus mitis	NA	unspecified
Ceftriaxone	Streptococcus mitis group	NA	unspecified
Ceftriaxone	Streptococcus oralis	NA	unspecified
Ceftriaxone	Streptococcus pneumoniae	0.06	tentative
Ceftriaxone	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Ceftriaxone	Streptococcus pyogenes	NA	insufficient data
Ceftriaxone	Streptococcus salivarius	NA	insufficient data
Ceftriaxone	Streptococcus salivarius group	NA	unspecified
Ceftriaxone	Streptococcus sanguinis	NA	unspecified
Ceftriaxone	Streptococcus sanguinis group	NA	unspecified
Cefuroxime	Acinetobacter baumannii	NA	insufficient data
Cefuroxime	Citrobacter freundii	8	NA
Cefuroxime	Citrobacter koseri	NA	insufficient data
Cefuroxime	Corynebacterium striatum	NA	insufficient data
Cefuroxime	Enterobacter agglomerans	NA	insufficient data
Cefuroxime	Enterobacter cloacae	32	NA
Cefuroxime	Enterobacter dissolvens	NA	insufficient data
Cefuroxime	Enterobacter sakazakii	NA	insufficient data
Cefuroxime	Escherichia coli	8	NA
Cefuroxime	Escherichia coli ATCC 25922	NA	insufficient data
Cefuroxime	Haemophilus influenzae	2	NA
Cefuroxime	Haemophilus influenzae ATCC 49247	NA	insufficient data
Cefuroxime	Haemophilus influenzae ATCC 49766	NA	insufficient data
Cefuroxime	Haemophilus parainfluenzae	NA	insufficient data
Cefuroxime	Hafnia alvei	NA	insufficient data
Cefuroxime	Kingella kingae	NA	insufficient data
Cefuroxime	Klebsiella aerogenes	16	NA
Cefuroxime	Klebsiella oxytoca	16	NA
Cefuroxime	Klebsiella pneumoniae	8	NA
Cefuroxime	Legionella pneumophila	NA	insufficient data
Cefuroxime	Moraxella catarrhalis	8	NA
Cefuroxime	Morganella morganii	NA	insufficient data
Cefuroxime	Neisseria gonorrhoeae	NA	insufficient data
Cefuroxime	Neisseria meningitidis	0.25	tentative
Cefuroxime	Proteus mirabilis	4	NA
Cefuroxime	Proteus vulgaris	NA	unspecified
Cefuroxime	Providencia rettgeri	NA	insufficient data
Cefuroxime	Providencia stuartii	NA	unspecified
Cefuroxime	Salmonella enterica	16	tentative
Cefuroxime	Salmonella Enteritidis	NA	unspecified
Cefuroxime	Salmonella Paratyphi	NA	unspecified
Cefuroxime	Salmonella Typhi	NA	unspecified
Cefuroxime	Salmonella Typhimurium	NA	unspecified
Cefuroxime	Serratia liquefaciens	NA	insufficient data
Cefuroxime	Shigella flexneri	NA	unspecified
Cefuroxime	Shigella sonnei	NA	insufficient data
Cefuroxime	Staphylococcus aureus	4	NA
Cefuroxime	Staphylococcus aureus ATCC 29213	NA	insufficient data
Cefuroxime	Staphylococcus capitis	NA	insufficient data
Cefuroxime	Staphylococcus hominis	NA	insufficient data
Cefuroxime	Staphylococcus saprophyticus	NA	insufficient data
Cefuroxime	Staphylococcus warneri	NA	insufficient data
Cefuroxime	Streptococcus agalactiae	NA	unspecified
Cefuroxime	Streptococcus pneumoniae	0.125	NA
Cefuroxime	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Cefuroxime	Streptococcus pyogenes	NA	insufficient data
Cefuroxime	Streptococcus sanguinis	NA	insufficient data
Cefuroxime	Yersinia enterocolitica	NA	insufficient data
Chloramphenicol	Burkholderia pseudomallei	8	NA
Chloramphenicol	Campylobacter coli	16	NA
Chloramphenicol	Campylobacter jejuni	16	NA
Chloramphenicol	Clostridioides difficile	NA	insufficient data
Chloramphenicol	Enterobacter cloacae	NA	insufficient data
Chloramphenicol	Enterobacter dissolvens	NA	insufficient data
Chloramphenicol	Enterococcus faecalis	32	NA
Chloramphenicol	Enterococcus faecalis ATCC 29212	NA	insufficient data
Chloramphenicol	Enterococcus faecium	32	NA
Chloramphenicol	Enterococcus hirae	NA	insufficient data
Chloramphenicol	Escherichia coli	16	NA
Chloramphenicol	Haemophilus influenzae	2	NA
Chloramphenicol	Haemophilus parainfluenzae	NA	insufficient data
Chloramphenicol	Hafnia alvei	NA	insufficient data
Chloramphenicol	Klebsiella oxytoca	NA	insufficient data
Chloramphenicol	Klebsiella pneumoniae	NA	insufficient data
Chloramphenicol	Lactobacillus lactis	NA	insufficient data
Chloramphenicol	Lactobacillus reuteri	NA	insufficient data
Chloramphenicol	Lactococcus lactis	NA	insufficient data
Chloramphenicol	Legionella pneumophila	NA	insufficient data
Chloramphenicol	Listeria monocytogenes	32	tentative
Chloramphenicol	Mannheimia haemolytica	2	tentative
Chloramphenicol	Moraxella catarrhalis	NA	insufficient data
Chloramphenicol	Neisseria gonorrhoeae	NA	insufficient data
Chloramphenicol	Neisseria meningitidis	2	NA
Chloramphenicol	Pasteurella multocida	1	NA
Chloramphenicol	Salmonella enterica	16	NA
Chloramphenicol	Serratia liquefaciens	NA	insufficient data
Chloramphenicol	Staphylococcus aureus	16	NA
Chloramphenicol	Staphylococcus aureus ATCC 29213	NA	insufficient data
Chloramphenicol	Staphylococcus epidermidis	NA	insufficient data
Chloramphenicol	Staphylococcus intermedius	NA	insufficient data
Chloramphenicol	Streptococcus agalactiae	NA	insufficient data
Chloramphenicol	Streptococcus pneumoniae	8	NA
Chloramphenicol	Streptococcus pyogenes	NA	insufficient data
Chloramphenicol	Yersinia enterocolitica	NA	insufficient data
Chlortetracycline	Actinobacillus pleuropneumoniae	1	tentative
Chlortetracycline	Mannheimia haemolytica	2	tentative
Chlortetracycline	Pasteurella multocida	1	tentative
Chlortetracycline	Staphylococcus aureus	0.5	NA
Chlortetracycline	Staphylococcus pseudintermedius	0.5	NA
Chlortetracycline	Streptococcus equi subspecies equi	NA	unspecified
Ciprofloxacin	Achromobacter xylosoxidans	NA	insufficient data
Ciprofloxacin	Acinetobacter baumannii	1	NA
Ciprofloxacin	Acinetobacter pittii	NA	insufficient data
Ciprofloxacin	Actinomyces israelii	NA	insufficient data
Ciprofloxacin	Aerococcus sanguinicola	NA	insufficient data
Ciprofloxacin	Aerococcus urinae	NA	insufficient data
Ciprofloxacin	Alcaligenes faecalis	NA	insufficient data
Ciprofloxacin	Bacillus anthracis	0.25	NA
Ciprofloxacin	Bacillus cereus	NA	insufficient data
Ciprofloxacin	Brucella melitensis	1	NA
Ciprofloxacin	Campylobacter coli	0.5	NA
Ciprofloxacin	Campylobacter jejuni	0.5	NA
Ciprofloxacin	Campylobacter upsaliensis	NA	insufficient data
Ciprofloxacin	Citrobacter freundii	NA	insufficient data
Ciprofloxacin	Citrobacter koseri	NA	insufficient data
Ciprofloxacin	Clostridioides difficile	32	tentative
Ciprofloxacin	Clostridium perfringens	NA	insufficient data
Ciprofloxacin	Corynebacterium diphtheriae	0.125	tentative
Ciprofloxacin	Corynebacterium glucuronolyticum	NA	insufficient data
Ciprofloxacin	Corynebacterium striatum	NA	insufficient data
Ciprofloxacin	Corynebacterium ulcerans	0.125	tentative
Ciprofloxacin	Enterobacter agglomerans	NA	insufficient data
Ciprofloxacin	Enterobacter cloacae	0.06	NA
Ciprofloxacin	Enterobacter dissolvens	NA	insufficient data
Ciprofloxacin	Enterococcus faecalis	4	NA
Ciprofloxacin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Ciprofloxacin	Enterococcus faecium	8	NA
Ciprofloxacin	Escherichia coli	0.06	NA
Ciprofloxacin	Haemophilus influenzae	0.03	NA
Ciprofloxacin	Haemophilus parainfluenzae	NA	insufficient data
Ciprofloxacin	Hafnia alvei	NA	insufficient data
Ciprofloxacin	Helicobacter pylori	NA	insufficient data
Ciprofloxacin	Kingella kingae	NA	insufficient data
Ciprofloxacin	Klebsiella aerogenes	0.125	NA
Ciprofloxacin	Klebsiella oxytoca	0.06	NA
Ciprofloxacin	Klebsiella pneumoniae	0.125	NA
Ciprofloxacin	Klebsiella pneumoniae ATCC 700603	NA	insufficient data
Ciprofloxacin	Legionella pneumophila	NA	insufficient data
Ciprofloxacin	Listeria monocytogenes	NA	insufficient data
Ciprofloxacin	Moraxella catarrhalis	0.125	NA
Ciprofloxacin	Morganella morganii	0.06	NA
Ciprofloxacin	Neisseria gonorrhoeae	0.016	NA
Ciprofloxacin	Neisseria meningitidis	0.008	NA
Ciprofloxacin	Pasteurella multocida	0.03	NA
Ciprofloxacin	Proteus mirabilis	0.06	NA
Ciprofloxacin	Proteus vulgaris	NA	insufficient data
Ciprofloxacin	Providencia stuartii	NA	insufficient data
Ciprofloxacin	Pseudomonas aeruginosa	0.5	NA
Ciprofloxacin	Pseudomonas aeruginosa ATCC 27853	NA	insufficient data
Ciprofloxacin	Pseudomonas fluorescens group	NA	insufficient data
Ciprofloxacin	Salmonella enterica	0.125	tentative
Ciprofloxacin	Serratia marcescens	0.5	NA
Ciprofloxacin	Shigella flexneri	NA	insufficient data
Ciprofloxacin	Shigella sonnei	NA	insufficient data
Ciprofloxacin	Staphylococcus aureus	2	NA
Ciprofloxacin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Ciprofloxacin	Staphylococcus aureus MRSA	2	tentative
Ciprofloxacin	Staphylococcus aureus MSSA	2	tentative
Ciprofloxacin	Staphylococcus capitis	1	tentative
Ciprofloxacin	Staphylococcus coagulase negative	NA	insufficient data
Ciprofloxacin	Staphylococcus cohnii	NA	insufficient data
Ciprofloxacin	Staphylococcus epidermidis	1	NA
Ciprofloxacin	Staphylococcus epidermidis MSSE	NA	insufficient data
Ciprofloxacin	Staphylococcus haemolyticus	1	tentative
Ciprofloxacin	Staphylococcus hominis	0.5	tentative
Ciprofloxacin	Staphylococcus intermedius	NA	insufficient data
Ciprofloxacin	Staphylococcus lugdunensis	NA	insufficient data
Ciprofloxacin	Staphylococcus saprophyticus	1	tentative
Ciprofloxacin	Staphylococcus simulans	NA	insufficient data
Ciprofloxacin	Staphylococcus warneri	NA	insufficient data
Ciprofloxacin	Stenotrophomonas maltophilia	16	NA
Ciprofloxacin	Streptococcus agalactiae	2	NA
Ciprofloxacin	Streptococcus anginosus	4	tentative
Ciprofloxacin	Streptococcus anginosus group	NA	insufficient data
Ciprofloxacin	Streptococcus bovis	NA	insufficient data
Ciprofloxacin	Streptococcus constellatus	NA	insufficient data
Ciprofloxacin	Streptococcus gordonii	NA	insufficient data
Ciprofloxacin	Streptococcus group C	NA	insufficient data
Ciprofloxacin	Streptococcus group G	2	NA
Ciprofloxacin	Streptococcus intermedius	NA	insufficient data
Ciprofloxacin	Streptococcus mitis	NA	insufficient data
Ciprofloxacin	Streptococcus oralis	16	NA
Ciprofloxacin	Streptococcus pneumoniae	4	NA
Ciprofloxacin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Ciprofloxacin	Streptococcus pyogenes	2	NA
Ciprofloxacin	Streptococcus salivarius	NA	insufficient data
Ciprofloxacin	Streptococcus sanguinis	NA	insufficient data
Ciprofloxacin	Streptococcus uberis	NA	insufficient data
Ciprofloxacin	Vibrio alginolyticus	NA	unspecified
Ciprofloxacin	Vibrio cholerae	0.008	tentative
Ciprofloxacin	Vibrio fluvialis	NA	unspecified
Ciprofloxacin	Vibrio parahaemolyticus	NA	unspecified
Ciprofloxacin	Vibrio vulnificus	NA	unspecified
Ciprofloxacin	Yersinia enterocolitica	0.125	tentative
Clarithromycin	Actinomyces israelii	NA	insufficient data
Clarithromycin	Bacteroides fragilis group	NA	insufficient data
Clarithromycin	Enterococcus faecalis	NA	insufficient data
Clarithromycin	Enterococcus faecalis ATCC 29212	NA	insufficient data
Clarithromycin	Enterococcus faecium	NA	insufficient data
Clarithromycin	Haemophilus influenzae	32	NA
Clarithromycin	Haemophilus parainfluenzae	NA	insufficient data
Clarithromycin	Helicobacter pylori	0.25	NA
Clarithromycin	Kingella kingae	NA	insufficient data
Clarithromycin	Legionella pneumophila	NA	insufficient data
Clarithromycin	Moraxella catarrhalis	0.125	tentative
Clarithromycin	Mycobacterium abscessus	1	tentative
Clarithromycin	Mycobacterium avium	16	NA
Clarithromycin	Mycobacterium avium ATCC 700898	NA	unspecified
Clarithromycin	Mycobacterium intracellulare	8	tentative
Clarithromycin	Nocardia abscessus	NA	insufficient data
Clarithromycin	Staphylococcus aureus	NA	insufficient data
Clarithromycin	Staphylococcus aureus ATCC 29213	NA	insufficient data
Clarithromycin	Streptococcus pneumoniae	0.125	NA
Clarithromycin	Streptococcus pneumoniae ATCC 49619	NA	insufficient data
Clarithromycin	Streptococcus pyogenes	NA	insufficient data
Clarithromycin	Yersinia enterocolitica	NA	insufficient data
Clinafloxacin	Enterococcus faecalis	1	tentative
Clinafloxacin	Enterococcus faecium	NA	insufficient data
Clinafloxacin	Staphylococcus aureus	NA	insufficient data
Clinafloxacin	Staphylococcus epidermidis	NA	insufficient data
Clinafloxacin	Stenotrophomonas maltophilia	NA	insufficient data
Clindamycin	Actinomyces israelii	NA	insufficient data
Clindamycin	Actinomyces spp	NA	unspecified
Clindamycin	Bacillus anthracis	1	NA
Clindamycin	Bacillus cereus	NA	insufficient data
Clindamycin	Bacteroides fragilis	4	NA
Clindamycin	Bacteroides fragilis group	NA	insufficient data
Clindamycin	Bacteroides ovatus	NA	unspecified
Clindamycin	Bacteroides thetaiotaomicron	NA	insufficient data
Clindamycin	Bacteroides vulgatus	NA	insufficient data
Clindamycin	Bifidobacterium adolescentis	NA	insufficient data
Clindamycin	Bifidobacterium animalis	NA	insufficient data
Clindamycin	Bifidobacterium longum	NA	insufficient data
Clindamycin	Bifidobacterium thermophilum	NA	insufficient data
