drug	organism	mg_per_L	count
Cefepime	Staphylococcus lugdunensis	512	0
Cefepime	Staphylococcus saprophyticus	512	0
Cefepime	Staphylococcus simulans	512	0
Cefepime	Staphylococcus warneri	512	0
Cefepime	Staphylococcus xylosus	512	0
Cefepime	Stenotrophomonas maltophilia	512	4
Cefepime	Streptococcus agalactiae	512	0
Cefepime	Streptococcus anginosus	512	0
Cefepime	Streptococcus anginosus group	512	0
Cefepime	Streptococcus constellatus	512	0
Cefepime	Streptococcus group G	512	0
Cefepime	Streptococcus intermedius	512	0
Cefepime	Streptococcus mitis	512	0
Cefepime	Streptococcus mutans	512	0
Cefepime	Streptococcus oralis	512	0
Cefepime	Streptococcus salivarius	512	0
Cefepime	Streptococcus sanguinis	512	0
Cefepime	Yersinia enterocolitica	512	0
Cefepime-Zidebactam	Acinetobacter baumannii	0.002	0
Cefepime-Zidebactam	Burkholderia cepacia complex	0.002	0
Cefepime-Zidebactam	Citrobacter freundii	0.002	0
Cefepime-Zidebactam	Enterobacter cloacae	0.002	0
Cefepime-Zidebactam	Escherichia coli	0.002	1
Cefepime-Zidebactam	Klebsiella aerogenes	0.002	0
Cefepime-Zidebactam	Klebsiella oxytoca	0.002	0
Cefepime-Zidebactam	Klebsiella pneumoniae	0.002	0
Cefepime-Zidebactam	Morganella morganii	0.002	0
Cefepime-Zidebactam	Proteus mirabilis	0.002	0
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.002	0
Cefepime-Zidebactam	Serratia marcescens	0.002	0
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.002	0
Cefepime-Zidebactam	Acinetobacter baumannii	0.004	0
Cefepime-Zidebactam	Burkholderia cepacia complex	0.004	0
Cefepime-Zidebactam	Citrobacter freundii	0.004	4
Cefepime-Zidebactam	Enterobacter cloacae	0.004	2
Cefepime-Zidebactam	Escherichia coli	0.004	48
Cefepime-Zidebactam	Klebsiella aerogenes	0.004	0
Cefepime-Zidebactam	Klebsiella oxytoca	0.004	0
Cefepime-Zidebactam	Klebsiella pneumoniae	0.004	11
Cefepime-Zidebactam	Morganella morganii	0.004	0
Cefepime-Zidebactam	Proteus mirabilis	0.004	2
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.004	0
Cefepime-Zidebactam	Serratia marcescens	0.004	0
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.004	0
Cefepime-Zidebactam	Acinetobacter baumannii	0.008	0
Cefepime-Zidebactam	Burkholderia cepacia complex	0.008	0
Cefepime-Zidebactam	Citrobacter freundii	0.008	1
Cefepime-Zidebactam	Enterobacter cloacae	0.008	2
Cefepime-Zidebactam	Escherichia coli	0.008	20
Cefepime-Zidebactam	Klebsiella aerogenes	0.008	1
Cefepime-Zidebactam	Klebsiella oxytoca	0.008	0
Cefepime-Zidebactam	Klebsiella pneumoniae	0.008	9
Cefepime-Zidebactam	Morganella morganii	0.008	1
Cefepime-Zidebactam	Proteus mirabilis	0.008	11
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.008	1
Cefepime-Zidebactam	Serratia marcescens	0.008	0
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.008	0
Cefepime-Zidebactam	Acinetobacter baumannii	0.016	0
Cefepime-Zidebactam	Burkholderia cepacia complex	0.016	0
Cefepime-Zidebactam	Citrobacter freundii	0.016	91
Cefepime-Zidebactam	Enterobacter cloacae	0.016	28
Cefepime-Zidebactam	Escherichia coli	0.016	557
Cefepime-Zidebactam	Klebsiella aerogenes	0.016	9
Cefepime-Zidebactam	Klebsiella oxytoca	0.016	63
Cefepime-Zidebactam	Klebsiella pneumoniae	0.016	116
Cefepime-Zidebactam	Morganella morganii	0.016	17
Cefepime-Zidebactam	Proteus mirabilis	0.016	147
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.016	2
Cefepime-Zidebactam	Serratia marcescens	0.016	11
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.016	1
Cefepime-Zidebactam	Acinetobacter baumannii	0.03	3
Cefepime-Zidebactam	Burkholderia cepacia complex	0.03	0
Cefepime-Zidebactam	Citrobacter freundii	0.03	278
Cefepime-Zidebactam	Enterobacter cloacae	0.03	448
Cefepime-Zidebactam	Escherichia coli	0.03	6226
Cefepime-Zidebactam	Klebsiella aerogenes	0.03	261
Cefepime-Zidebactam	Klebsiella oxytoca	0.03	549
Cefepime-Zidebactam	Klebsiella pneumoniae	0.03	1719
Cefepime-Zidebactam	Morganella morganii	0.03	139
Cefepime-Zidebactam	Proteus mirabilis	0.03	486
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.03	7
Cefepime-Zidebactam	Serratia marcescens	0.03	70
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.03	1
Cefepime-Zidebactam	Acinetobacter baumannii	0.06	10
Cefepime-Zidebactam	Burkholderia cepacia complex	0.06	0
Cefepime-Zidebactam	Citrobacter freundii	0.06	76
Cefepime-Zidebactam	Enterobacter cloacae	0.06	334
Cefepime-Zidebactam	Escherichia coli	0.06	2231
Cefepime-Zidebactam	Klebsiella aerogenes	0.06	116
Cefepime-Zidebactam	Klebsiella oxytoca	0.06	121
Cefepime-Zidebactam	Klebsiella pneumoniae	0.06	614
Cefepime-Zidebactam	Morganella morganii	0.06	37
Cefepime-Zidebactam	Proteus mirabilis	0.06	185
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.06	13
Cefepime-Zidebactam	Serratia marcescens	0.06	504
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.06	0
Cefepime-Zidebactam	Acinetobacter baumannii	0.125	5
Cefepime-Zidebactam	Burkholderia cepacia complex	0.125	0
Cefepime-Zidebactam	Citrobacter freundii	0.125	60
Cefepime-Zidebactam	Enterobacter cloacae	0.125	190
Cefepime-Zidebactam	Escherichia coli	0.125	1534
Cefepime-Zidebactam	Klebsiella aerogenes	0.125	86
Cefepime-Zidebactam	Klebsiella oxytoca	0.125	67
Cefepime-Zidebactam	Klebsiella pneumoniae	0.125	456
Cefepime-Zidebactam	Morganella morganii	0.125	8
Cefepime-Zidebactam	Proteus mirabilis	0.125	46
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.125	54
Cefepime-Zidebactam	Serratia marcescens	0.125	375
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.125	1
Cefepime-Zidebactam	Acinetobacter baumannii	0.25	4
Cefepime-Zidebactam	Burkholderia cepacia complex	0.25	2
Cefepime-Zidebactam	Citrobacter freundii	0.25	19
Cefepime-Zidebactam	Enterobacter cloacae	0.25	143
Cefepime-Zidebactam	Escherichia coli	0.25	242
Cefepime-Zidebactam	Klebsiella aerogenes	0.25	30
Cefepime-Zidebactam	Klebsiella oxytoca	0.25	29
Cefepime-Zidebactam	Klebsiella pneumoniae	0.25	524
Cefepime-Zidebactam	Morganella morganii	0.25	6
Cefepime-Zidebactam	Proteus mirabilis	0.25	23
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.25	134
Cefepime-Zidebactam	Serratia marcescens	0.25	79
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.25	0
Cefepime-Zidebactam	Acinetobacter baumannii	0.5	26
Cefepime-Zidebactam	Burkholderia cepacia complex	0.5	1
Cefepime-Zidebactam	Citrobacter freundii	0.5	4
Cefepime-Zidebactam	Enterobacter cloacae	0.5	43
Cefepime-Zidebactam	Escherichia coli	0.5	30
Cefepime-Zidebactam	Klebsiella aerogenes	0.5	14
Cefepime-Zidebactam	Klebsiella oxytoca	0.5	10
Cefepime-Zidebactam	Klebsiella pneumoniae	0.5	235
Cefepime-Zidebactam	Morganella morganii	0.5	0
Cefepime-Zidebactam	Proteus mirabilis	0.5	3
Cefepime-Zidebactam	Pseudomonas aeruginosa	0.5	669
Cefepime-Zidebactam	Serratia marcescens	0.5	33
Cefepime-Zidebactam	Stenotrophomonas maltophilia	0.5	6
Cefepime-Zidebactam	Acinetobacter baumannii	1	102
Cefepime-Zidebactam	Burkholderia cepacia complex	1	4
Cefepime-Zidebactam	Citrobacter freundii	1	1
Cefepime-Zidebactam	Enterobacter cloacae	1	13
Cefepime-Zidebactam	Escherichia coli	1	10
Cefepime-Zidebactam	Klebsiella aerogenes	1	9
Cefepime-Zidebactam	Klebsiella oxytoca	1	3
Cefepime-Zidebactam	Klebsiella pneumoniae	1	184
Cefepime-Zidebactam	Morganella morganii	1	0
Cefepime-Zidebactam	Proteus mirabilis	1	1
Cefepime-Zidebactam	Pseudomonas aeruginosa	1	2466
Cefepime-Zidebactam	Serratia marcescens	1	11
Cefepime-Zidebactam	Stenotrophomonas maltophilia	1	31
Cefepime-Zidebactam	Acinetobacter baumannii	2	224
Cefepime-Zidebactam	Burkholderia cepacia complex	2	34
Cefepime-Zidebactam	Citrobacter freundii	2	1
Cefepime-Zidebactam	Enterobacter cloacae	2	14
Cefepime-Zidebactam	Escherichia coli	2	7
Cefepime-Zidebactam	Klebsiella aerogenes	2	7
Cefepime-Zidebactam	Klebsiella oxytoca	2	2
Cefepime-Zidebactam	Klebsiella pneumoniae	2	152
Cefepime-Zidebactam	Morganella morganii	2	0
Cefepime-Zidebactam	Proteus mirabilis	2	0
Cefepime-Zidebactam	Pseudomonas aeruginosa	2	1250
Cefepime-Zidebactam	Serratia marcescens	2	2
Cefepime-Zidebactam	Stenotrophomonas maltophilia	2	118
Cefepime-Zidebactam	Acinetobacter baumannii	4	247
Cefepime-Zidebactam	Burkholderia cepacia complex	4	32
Cefepime-Zidebactam	Citrobacter freundii	4	3
Cefepime-Zidebactam	Enterobacter cloacae	4	1
Cefepime-Zidebactam	Escherichia coli	4	1
Cefepime-Zidebactam	Klebsiella aerogenes	4	2
Cefepime-Zidebactam	Klebsiella oxytoca	4	1
Cefepime-Zidebactam	Klebsiella pneumoniae	4	25
Cefepime-Zidebactam	Morganella morganii	4	0
Cefepime-Zidebactam	Proteus mirabilis	4	1
Cefepime-Zidebactam	Pseudomonas aeruginosa	4	1089
Cefepime-Zidebactam	Serratia marcescens	4	1
Cefepime-Zidebactam	Stenotrophomonas maltophilia	4	230
Cefepime-Zidebactam	Acinetobacter baumannii	8	457
Cefepime-Zidebactam	Burkholderia cepacia complex	8	28
Cefepime-Zidebactam	Citrobacter freundii	8	0
Cefepime-Zidebactam	Enterobacter cloacae	8	1
Cefepime-Zidebactam	Escherichia coli	8	0
Cefepime-Zidebactam	Klebsiella aerogenes	8	0
Cefepime-Zidebactam	Klebsiella oxytoca	8	0
Cefepime-Zidebactam	Klebsiella pneumoniae	8	7
Cefepime-Zidebactam	Morganella morganii	8	0
Cefepime-Zidebactam	Proteus mirabilis	8	1
Cefepime-Zidebactam	Pseudomonas aeruginosa	8	466
Cefepime-Zidebactam	Serratia marcescens	8	1
Cefepime-Zidebactam	Stenotrophomonas maltophilia	8	196
Cefepime-Zidebactam	Acinetobacter baumannii	16	774
Cefepime-Zidebactam	Burkholderia cepacia complex	16	8
Cefepime-Zidebactam	Citrobacter freundii	16	0
Cefepime-Zidebactam	Enterobacter cloacae	16	0
Cefepime-Zidebactam	Escherichia coli	16	0
Cefepime-Zidebactam	Klebsiella aerogenes	16	0
Cefepime-Zidebactam	Klebsiella oxytoca	16	0
Cefepime-Zidebactam	Klebsiella pneumoniae	16	3
Cefepime-Zidebactam	Morganella morganii	16	0
Cefepime-Zidebactam	Proteus mirabilis	16	0
Cefepime-Zidebactam	Pseudomonas aeruginosa	16	40
Cefepime-Zidebactam	Serratia marcescens	16	5
Cefepime-Zidebactam	Stenotrophomonas maltophilia	16	106
Cefepime-Zidebactam	Acinetobacter baumannii	32	493
Cefepime-Zidebactam	Burkholderia cepacia complex	32	2
Cefepime-Zidebactam	Citrobacter freundii	32	0
Cefepime-Zidebactam	Enterobacter cloacae	32	0
Cefepime-Zidebactam	Escherichia coli	32	0
Cefepime-Zidebactam	Klebsiella aerogenes	32	0
Cefepime-Zidebactam	Klebsiella oxytoca	32	0
Cefepime-Zidebactam	Klebsiella pneumoniae	32	4
Cefepime-Zidebactam	Morganella morganii	32	0
Cefepime-Zidebactam	Proteus mirabilis	32	0
Cefepime-Zidebactam	Pseudomonas aeruginosa	32	6
Cefepime-Zidebactam	Serratia marcescens	32	0
Cefepime-Zidebactam	Stenotrophomonas maltophilia	32	24
Cefepime-Zidebactam	Acinetobacter baumannii	64	143
Cefepime-Zidebactam	Burkholderia cepacia complex	64	2
Cefepime-Zidebactam	Citrobacter freundii	64	0
Cefepime-Zidebactam	Enterobacter cloacae	64	0
Cefepime-Zidebactam	Escherichia coli	64	0
Cefepime-Zidebactam	Klebsiella aerogenes	64	0
Cefepime-Zidebactam	Klebsiella oxytoca	64	0
Cefepime-Zidebactam	Klebsiella pneumoniae	64	1
Cefepime-Zidebactam	Morganella morganii	64	0
Cefepime-Zidebactam	Proteus mirabilis	64	0
Cefepime-Zidebactam	Pseudomonas aeruginosa	64	1
Cefepime-Zidebactam	Serratia marcescens	64	0
Cefepime-Zidebactam	Stenotrophomonas maltophilia	64	6
Cefepime-Zidebactam	Acinetobacter baumannii	128	28
Cefepime-Zidebactam	Burkholderia cepacia complex	128	0
Cefepime-Zidebactam	Citrobacter freundii	128	0
Cefepime-Zidebactam	Enterobacter cloacae	128	0
Cefepime-Zidebactam	Escherichia coli	128	0
Cefepime-Zidebactam	Klebsiella aerogenes	128	0
Cefepime-Zidebactam	Klebsiella oxytoca	128	0
Cefepime-Zidebactam	Klebsiella pneumoniae	128	0
Cefepime-Zidebactam	Morganella morganii	128	0
Cefepime-Zidebactam	Proteus mirabilis	128	0
Cefepime-Zidebactam	Pseudomonas aeruginosa	128	0
Cefepime-Zidebactam	Serratia marcescens	128	0
Cefepime-Zidebactam	Stenotrophomonas maltophilia	128	1
Cefepime-Zidebactam	Acinetobacter baumannii	256	38
Cefepime-Zidebactam	Burkholderia cepacia complex	256	0
Cefepime-Zidebactam	Citrobacter freundii	256	0
Cefepime-Zidebactam	Enterobacter cloacae	256	0
Cefepime-Zidebactam	Escherichia coli	256	0
Cefepime-Zidebactam	Klebsiella aerogenes	256	0
Cefepime-Zidebactam	Klebsiella oxytoca	256	0
Cefepime-Zidebactam	Klebsiella pneumoniae	256	0
Cefepime-Zidebactam	Morganella morganii	256	0
Cefepime-Zidebactam	Proteus mirabilis	256	0
Cefepime-Zidebactam	Pseudomonas aeruginosa	256	0
Cefepime-Zidebactam	Serratia marcescens	256	0
Cefepime-Zidebactam	Stenotrophomonas maltophilia	256	1
Cefepime-Zidebactam	Acinetobacter baumannii	512	70
Cefepime-Zidebactam	Burkholderia cepacia complex	512	0
Cefepime-Zidebactam	Citrobacter freundii	512	0
Cefepime-Zidebactam	Enterobacter cloacae	512	0
Cefepime-Zidebactam	Escherichia coli	512	0
Cefepime-Zidebactam	Klebsiella aerogenes	512	0
Cefepime-Zidebactam	Klebsiella oxytoca	512	0
Cefepime-Zidebactam	Klebsiella pneumoniae	512	0
Cefepime-Zidebactam	Morganella morganii	512	0
Cefepime-Zidebactam	Proteus mirabilis	512	0
Cefepime-Zidebactam	Pseudomonas aeruginosa	512	0
Cefepime-Zidebactam	Serratia marcescens	512	0
Cefepime-Zidebactam	Stenotrophomonas maltophilia	512	0
Cefiderocol	Escherichia coli ATCC 25922	0.002	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.002	0
Cefiderocol	Escherichia coli ATCC 25922	0.004	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.004	0
Cefiderocol	Escherichia coli ATCC 25922	0.008	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.008	0
Cefiderocol	Escherichia coli ATCC 25922	0.016	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.016	0
Cefiderocol	Escherichia coli ATCC 25922	0.03	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.03	0
Cefiderocol	Escherichia coli ATCC 25922	0.06	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.06	0
Cefiderocol	Escherichia coli ATCC 25922	0.125	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.125	9
Cefiderocol	Escherichia coli ATCC 25922	0.25	6
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.25	6
Cefiderocol	Escherichia coli ATCC 25922	0.5	9
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	0.5	0
Cefiderocol	Escherichia coli ATCC 25922	1	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	1	0
Cefiderocol	Escherichia coli ATCC 25922	2	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	2	0
Cefiderocol	Escherichia coli ATCC 25922	4	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	4	0
Cefiderocol	Escherichia coli ATCC 25922	8	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	8	0
Cefiderocol	Escherichia coli ATCC 25922	16	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	16	0
Cefiderocol	Escherichia coli ATCC 25922	32	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	32	0
Cefiderocol	Escherichia coli ATCC 25922	64	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	64	0
Cefiderocol	Escherichia coli ATCC 25922	128	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	128	0
Cefiderocol	Escherichia coli ATCC 25922	256	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	256	0
Cefiderocol	Escherichia coli ATCC 25922	512	0
Cefiderocol	Pseudomonas aeruginosa ATCC 27853	512	0
Cefixime	Enterobacter cloacae	0.002	0
Cefixime	Escherichia coli	0.002	0
Cefixime	Escherichia coli ATCC 25922	0.002	0
Cefixime	Escherichia coli NCTC 13846	0.002	0
Cefixime	Haemophilus influenzae	0.002	0
Cefixime	Haemophilus parainfluenzae	0.002	0
Cefixime	Klebsiella aerogenes	0.002	0
Cefixime	Klebsiella oxytoca	0.002	0
Cefixime	Klebsiella pneumoniae	0.002	0
Cefixime	Moraxella catarrhalis	0.002	0
Cefixime	Neisseria gonorrhoeae	0.002	5
Cefixime	Proteus mirabilis	0.002	0
Cefixime	Proteus vulgaris	0.002	0
Cefixime	Serratia marcescens	0.002	0
Cefixime	Staphylococcus aureus	0.002	0
Cefixime	Staphylococcus saprophyticus	0.002	0
Cefixime	Streptococcus agalactiae	0.002	0
Cefixime	Streptococcus pneumoniae	0.002	0
Cefixime	Streptococcus pyogenes	0.002	0
Cefixime	Yersinia enterocolitica	0.002	0
Cefixime	Enterobacter cloacae	0.004	0
Cefixime	Escherichia coli	0.004	0
Cefixime	Escherichia coli ATCC 25922	0.004	0
Cefixime	Escherichia coli NCTC 13846	0.004	0
Cefixime	Haemophilus influenzae	0.004	0
Cefixime	Haemophilus parainfluenzae	0.004	0
Cefixime	Klebsiella aerogenes	0.004	0
Cefixime	Klebsiella oxytoca	0.004	0
Cefixime	Klebsiella pneumoniae	0.004	0
Cefixime	Moraxella catarrhalis	0.004	0
Cefixime	Neisseria gonorrhoeae	0.004	10
Cefixime	Proteus mirabilis	0.004	141
Cefixime	Proteus vulgaris	0.004	7
Cefixime	Serratia marcescens	0.004	0
Cefixime	Staphylococcus aureus	0.004	0
Cefixime	Staphylococcus saprophyticus	0.004	0
Cefixime	Streptococcus agalactiae	0.004	0
Cefixime	Streptococcus pneumoniae	0.004	0
Cefixime	Streptococcus pyogenes	0.004	0
Cefixime	Yersinia enterocolitica	0.004	0
Cefixime	Enterobacter cloacae	0.008	0
Cefixime	Escherichia coli	0.008	3
Cefixime	Escherichia coli ATCC 25922	0.008	0
Cefixime	Escherichia coli NCTC 13846	0.008	0
Cefixime	Haemophilus influenzae	0.008	98
Cefixime	Haemophilus parainfluenzae	0.008	163
Cefixime	Klebsiella aerogenes	0.008	0
Cefixime	Klebsiella oxytoca	0.008	0
Cefixime	Klebsiella pneumoniae	0.008	0
Cefixime	Moraxella catarrhalis	0.008	0
Cefixime	Neisseria gonorrhoeae	0.008	86
Cefixime	Proteus mirabilis	0.008	115
Cefixime	Proteus vulgaris	0.008	69
Cefixime	Serratia marcescens	0.008	0
Cefixime	Staphylococcus aureus	0.008	0
Cefixime	Staphylococcus saprophyticus	0.008	0
Cefixime	Streptococcus agalactiae	0.008	0
Cefixime	Streptococcus pneumoniae	0.008	0
Cefixime	Streptococcus pyogenes	0.008	0
Cefixime	Yersinia enterocolitica	0.008	0
Cefixime	Enterobacter cloacae	0.016	0
Cefixime	Escherichia coli	0.016	4
Cefixime	Escherichia coli ATCC 25922	0.016	0
Cefixime	Escherichia coli NCTC 13846	0.016	0
Cefixime	Haemophilus influenzae	0.016	1202
Cefixime	Haemophilus parainfluenzae	0.016	139
Cefixime	Klebsiella aerogenes	0.016	0
Cefixime	Klebsiella oxytoca	0.016	0
Cefixime	Klebsiella pneumoniae	0.016	0
Cefixime	Moraxella catarrhalis	0.016	7
Cefixime	Neisseria gonorrhoeae	0.016	20
Cefixime	Proteus mirabilis	0.016	3
Cefixime	Proteus vulgaris	0.016	35
Cefixime	Serratia marcescens	0.016	0
Cefixime	Staphylococcus aureus	0.016	0
Cefixime	Staphylococcus saprophyticus	0.016	0
Cefixime	Streptococcus agalactiae	0.016	0
Cefixime	Streptococcus pneumoniae	0.016	0
Cefixime	Streptococcus pyogenes	0.016	0
Cefixime	Yersinia enterocolitica	0.016	0
Cefixime	Enterobacter cloacae	0.03	0
Cefixime	Escherichia coli	0.03	22
Cefixime	Escherichia coli ATCC 25922	0.03	0
Cefixime	Escherichia coli NCTC 13846	0.03	0
Cefixime	Haemophilus influenzae	0.03	4408
Cefixime	Haemophilus parainfluenzae	0.03	70
Cefixime	Klebsiella aerogenes	0.03	0
Cefixime	Klebsiella oxytoca	0.03	0
Cefixime	Klebsiella pneumoniae	0.03	0
Cefixime	Moraxella catarrhalis	0.03	223
Cefixime	Neisseria gonorrhoeae	0.03	20
Cefixime	Proteus mirabilis	0.03	0
Cefixime	Proteus vulgaris	0.03	2
Cefixime	Serratia marcescens	0.03	0
Cefixime	Staphylococcus aureus	0.03	0
Cefixime	Staphylococcus saprophyticus	0.03	0
Cefixime	Streptococcus agalactiae	0.03	0
Cefixime	Streptococcus pneumoniae	0.03	0
Cefixime	Streptococcus pyogenes	0.03	3
Cefixime	Yersinia enterocolitica	0.03	7
Cefixime	Enterobacter cloacae	0.06	0
Cefixime	Escherichia coli	0.06	101
Cefixime	Escherichia coli ATCC 25922	0.06	0
Cefixime	Escherichia coli NCTC 13846	0.06	0
Cefixime	Haemophilus influenzae	0.06	1339
Cefixime	Haemophilus parainfluenzae	0.06	24
Cefixime	Klebsiella aerogenes	0.06	0
Cefixime	Klebsiella oxytoca	0.06	0
Cefixime	Klebsiella pneumoniae	0.06	4
Cefixime	Moraxella catarrhalis	0.06	332
Cefixime	Neisseria gonorrhoeae	0.06	9
Cefixime	Proteus mirabilis	0.06	0
Cefixime	Proteus vulgaris	0.06	4
Cefixime	Serratia marcescens	0.06	0
Cefixime	Staphylococcus aureus	0.06	0
Cefixime	Staphylococcus saprophyticus	0.06	0
Cefixime	Streptococcus agalactiae	0.06	0
Cefixime	Streptococcus pneumoniae	0.06	6
Cefixime	Streptococcus pyogenes	0.06	90
Cefixime	Yersinia enterocolitica	0.06	14
Cefixime	Enterobacter cloacae	0.125	8
Cefixime	Escherichia coli	0.125	152
Cefixime	Escherichia coli ATCC 25922	0.125	0
Cefixime	Escherichia coli NCTC 13846	0.125	0
Cefixime	Haemophilus influenzae	0.125	199
Cefixime	Haemophilus parainfluenzae	0.125	10
Cefixime	Klebsiella aerogenes	0.125	1
Cefixime	Klebsiella oxytoca	0.125	4
Cefixime	Klebsiella pneumoniae	0.125	14
Cefixime	Moraxella catarrhalis	0.125	160
Cefixime	Neisseria gonorrhoeae	0.125	3
Cefixime	Proteus mirabilis	0.125	1
Cefixime	Proteus vulgaris	0.125	0
Cefixime	Serratia marcescens	0.125	9
Cefixime	Staphylococcus aureus	0.125	0
Cefixime	Staphylococcus saprophyticus	0.125	0
Cefixime	Streptococcus agalactiae	0.125	3
Cefixime	Streptococcus pneumoniae	0.125	282
Cefixime	Streptococcus pyogenes	0.125	40
Cefixime	Yersinia enterocolitica	0.125	34
Cefixime	Enterobacter cloacae	0.25	5
Cefixime	Escherichia coli	0.25	116
Cefixime	Escherichia coli ATCC 25922	0.25	0
Cefixime	Escherichia coli NCTC 13846	0.25	3
Cefixime	Haemophilus influenzae	0.25	80
Cefixime	Haemophilus parainfluenzae	0.25	6
Cefixime	Klebsiella aerogenes	0.25	14
Cefixime	Klebsiella oxytoca	0.25	8
Cefixime	Klebsiella pneumoniae	0.25	12
Cefixime	Moraxella catarrhalis	0.25	526
Cefixime	Neisseria gonorrhoeae	0.25	1
Cefixime	Proteus mirabilis	0.25	0
Cefixime	Proteus vulgaris	0.25	0
Cefixime	Serratia marcescens	0.25	26
Cefixime	Staphylococcus aureus	0.25	0
Cefixime	Staphylococcus saprophyticus	0.25	0
Cefixime	Streptococcus agalactiae	0.25	65
Cefixime	Streptococcus pneumoniae	0.25	2426
Cefixime	Streptococcus pyogenes	0.25	0
Cefixime	Yersinia enterocolitica	0.25	31
Cefixime	Enterobacter cloacae	0.5	23
Cefixime	Escherichia coli	0.5	77
Cefixime	Escherichia coli ATCC 25922	0.5	38
Cefixime	Escherichia coli NCTC 13846	0.5	33
Cefixime	Haemophilus influenzae	0.5	54
Cefixime	Haemophilus parainfluenzae	0.5	3
Cefixime	Klebsiella aerogenes	0.5	24
Cefixime	Klebsiella oxytoca	0.5	2
Cefixime	Klebsiella pneumoniae	0.5	5
Cefixime	Moraxella catarrhalis	0.5	96
Cefixime	Neisseria gonorrhoeae	0.5	0
Cefixime	Proteus mirabilis	0.5	0
Cefixime	Proteus vulgaris	0.5	0
Cefixime	Serratia marcescens	0.5	42
Cefixime	Staphylococcus aureus	0.5	0
Cefixime	Staphylococcus saprophyticus	0.5	0
Cefixime	Streptococcus agalactiae	0.5	5
Cefixime	Streptococcus pneumoniae	0.5	507
Cefixime	Streptococcus pyogenes	0.5	0
Cefixime	Yersinia enterocolitica	0.5	12
Cefixime	Enterobacter cloacae	1	55
Cefixime	Escherichia coli	1	30
Cefixime	Escherichia coli ATCC 25922	1	16
Cefixime	Escherichia coli NCTC 13846	1	0
Cefixime	Haemophilus influenzae	1	21
Cefixime	Haemophilus parainfluenzae	1	1
Cefixime	Klebsiella aerogenes	1	13
Cefixime	Klebsiella oxytoca	1	0
Cefixime	Klebsiella pneumoniae	1	1
Cefixime	Moraxella catarrhalis	1	2
Cefixime	Neisseria gonorrhoeae	1	0
Cefixime	Proteus mirabilis	1	2
Cefixime	Proteus vulgaris	1	0
Cefixime	Serratia marcescens	1	18
Cefixime	Staphylococcus aureus	1	4
Cefixime	Staphylococcus saprophyticus	1	1
Cefixime	Streptococcus agalactiae	1	0
Cefixime	Streptococcus pneumoniae	1	299
Cefixime	Streptococcus pyogenes	1	0
Cefixime	Yersinia enterocolitica	1	21
Cefixime	Enterobacter cloacae	2	39
Cefixime	Escherichia coli	2	11
Cefixime	Escherichia coli ATCC 25922	2	0
Cefixime	Escherichia coli NCTC 13846	2	0
Cefixime	Haemophilus influenzae	2	1
Cefixime	Haemophilus parainfluenzae	2	0
Cefixime	Klebsiella aerogenes	2	5
Cefixime	Klebsiella oxytoca	2	2
Cefixime	Klebsiella pneumoniae	2	1
Cefixime	Moraxella catarrhalis	2	0
Cefixime	Neisseria gonorrhoeae	2	0
Cefixime	Proteus mirabilis	2	3
Cefixime	Proteus vulgaris	2	0
Cefixime	Serratia marcescens	2	10
Cefixime	Staphylococcus aureus	2	12
Cefixime	Staphylococcus saprophyticus	2	0
Cefixime	Streptococcus agalactiae	2	0
Cefixime	Streptococcus pneumoniae	2	299
Cefixime	Streptococcus pyogenes	2	0
